WEEK,cluster,expected_profit,expected_sales_qty,b_tilde_t,default_sales_qty
281,5,105.69315541689018,296.4420594013282,22.117825385333973,163.90253790836712
282,5,111.25618415610738,312.0449211898484,23.281969816279187,172.52934562565451
283,5,128.7001416264878,360.9707258574456,26.932370864835747,199.58037735314588
284,5,121.22875707207592,340.01541787034773,25.368875307253433,187.99420712928114
285,5,128.64497002596988,360.8159837380199,26.920825407405957,199.49482057977028
286,5,106.09996724550237,297.58306172817663,22.202956659487356,164.53339702973298
287,5,120.16857556822013,337.0418820051106,25.147016954301876,186.3501419252471
288,5,120.65228336206081,338.39855769512116,25.248239824217123,187.10024664776984
289,5,134.3670919625204,376.86506094009457,28.11826239684028,208.36834038266088
290,5,125.96537435456521,353.30040852351414,26.360081157414953,195.33946605961077
291,5,103.02349773169021,288.9543576766923,21.559160803063094,159.76259461473617
292,5,137.92660271722136,386.848571172358,28.863141637309155,213.88821387027167
293,5,123.9191410431936,347.56125148495283,25.9318771653962,192.16629149060878
294,5,93.83479609757146,263.1824179053945,19.636291744421143,145.51331317380996
295,5,109.98464171791339,308.47857238033816,23.015881122956642,170.55751469813467
296,5,127.34341218868344,357.16544947027796,26.64845555658198,197.47644359098297
297,5,109.55708457920973,307.27938480561653,22.926408591847135,169.89448500753682
298,5,115.27946273941643,323.3291806490073,24.123899199796924,178.76840214654018
299,5,115.12068209483294,322.88384186535814,24.09067204750292,178.52217474879328
300,5,137.08592721978303,384.49069307925083,28.687218099169655,212.58454527371936
